Date,"Korea, South",Germany,United Kingdom,US,France
2020-04-25,869.8012266042458,1310.5136542751832,128.40642529430696,303.23624205656284,11.85779634253166
2020-04-26,875.8282387363871,1336.7716692060158,129.09876233558634,323.2239973812174,11.919076943785052
2020-04-27,887.7262238516178,1366.610322536507,130.42451411675964,336.62570273493066,12.363361302872155
2020-04-28,914.5064428077021,1401.223160399877,131.4261932403128,350.25701350047495,12.455282204752246
2020-04-29,940.6820100612093,1437.0295443964667,133.4442820627655,364.71006995046696,13.129368818539577
2020-04-30,965.024117313353,1474.029474526276,133.63577954226827,465.09295177820195,13.160009119166272
2020-05-01,979.3797190261557,1514.6100430557444,134.38703888493316,495.50962659812654,13.66557407950677
2020-05-02,988.1764260539737,1539.6745118533572,135.27087340571535,529.850741286057,13.726854680760162
2020-05-03,992.5065124401723,1558.7712499848717,135.77171296749194,544.2615020022906,13.803455432326905
2020-05-04,1004.0339045764039,1583.8357187824845,136.74393094035236,565.4939603489762,13.94133678514704
2020-05-05,1030.6775892770677,1612.4808259797562,137.48045970767086,573.3821146949061,14.186459190160614
2020-05-06,1054.8051426992647,1669.7710403743,138.74728918745868,573.7416284318521,14.309020392667403
2020-05-07,1076.494584417521,1691.2548707722538,139.70477658497273,589.2279092350834,14.860545803947945
2020-05-08,1090.1675148532204,1691.2548707722538,140.9421449140678,601.1824962694936,15.27418986240835
2020-05-09,1095.1607676228907,1710.3516089037682,141.5608290786153,642.0915341853258,15.335470463661746
2020-05-10,1098.6521435829338,1723.4806163691846,141.88490173623546,653.0733193432943,15.350790613975093
2020-05-11,1108.5606295477487,1738.0060728104675,142.44466359939753,703.1152146270878,15.549952568048623
2020-05-12,1129.2943314780603,1756.8999080993349,142.81292798305677,695.725545714738,15.672513770555408
2020-05-13,1146.614677022855,1774.8031000976298,143.79987653126358,735.4321763422976,15.810395123375546
2020-05-14,1164.8127427810682,1793.899838229144,144.6689804766994,744.4472098805034,15.978916776822377
2020-05-15,1181.255368112444,1809.380131577003,145.1108977370905,757.5377394787089,16.04019737807577
2020-05-16,1181.255368112444,1821.3513992931962,145.6559290249062,810.7971316519759,16.208719031522605
2020-05-17,1196.1766117405612,1838.1923352329256,145.8916182304481,822.546282265274,16.208719031522605
