Date,"Korea, South",Germany,United Kingdom,US,France,China
2020-01-22,10.688681710075945,0.0,0.0,0.0030211238398812706,0.015320150313348397,0.0
2020-01-23,12.541646605070863,0.0,0.0,0.0030211238398812706,0.015320150313348397,0.0
2020-01-24,17.94450214100341,0.023870922664393137,0.0,0.006042247679762541,0.030640300626696794,0.0
2020-01-25,27.42388044592478,0.035806383996589704,0.0,0.006042247679762541,0.030640300626696794,0.0
2020-01-26,40.4726542854153,0.035806383996589704,0.0,0.009063371519643811,0.07660075156674198,0.0
2020-01-27,56.115578977898714,0.035806383996589704,0.014730575346369961,0.012084495359525082,0.07660075156674198,0.0
2020-01-28,107.45245901607369,0.047741845328786274,0.058922301385479846,0.012084495359525082,0.07660075156674198,0.0
2020-01-29,118.7262875350954,0.059677306660982844,0.058922301385479846,0.012084495359525082,0.07660075156674198,0.0
2020-01-30,158.78933905424867,0.059677306660982844,0.058922301385479846,0.012084495359525082,0.07660075156674198,0.0
2020-01-31,191.18696737621244,0.059677306660982844,0.07365287673184981,0.033232362238693976,0.10724105219343877,0.001389541417538565
2020-02-01,231.9326901724691,0.07161276799317941,0.11784460277095969,0.036253486078575245,0.12256120250678718,0.001389541417538565
2020-02-02,324.36638109226817,0.07161276799317941,0.14730575346369962,0.04531685759821905,0.12256120250678718,0.001389541417538565
2020-02-03,384.5584828391557,0.07161276799317941,0.17676690415643953,0.04531685759821905,0.16852165344683237,0.001389541417538565
2020-02-04,462.4025133225738,0.07161276799317941,0.17676690415643953,0.04833798143810033,0.16852165344683237,0.001389541417538565
2020-02-05,535.2142812490583,0.07161276799317941,0.17676690415643953,0.05740135295774414,0.16852165344683237,0.001389541417538565
2020-02-06,596.5961815074689,0.07161276799317941,0.17676690415643953,0.06948584831726923,0.16852165344683237,0.001389541417538565
2020-02-07,665.311921771333,0.07161276799317941,0.19149747950280951,0.07250697215715049,0.16852165344683237,0.0020843121263078475
2020-02-08,718.0531541509779,0.13129007465416226,0.19149747950280951,0.07250697215715049,0.16852165344683237,0.0020843121263078475
2020-02-09,776.8604084500271,0.13129007465416226,0.20622805484917947,0.07552809599703177,0.16852165344683237,0.0020843121263078475
2020-02-10,826.1102648696288,0.13129007465416226,0.20622805484917947,0.0815703436767943,0.16852165344683237,0.00555816567015426
2020-02-11,865.7442087288886,0.13129007465416226,0.23568920554191938,0.08459146751667557,0.18384180376018078,0.00555816567015426
2020-02-12,873.0195340534475,0.13129007465416226,0.23568920554191938,0.08459146751667557,0.18384180376018078,0.0062529363789235425
2020-02-13,1168.2456040602167,0.13129007465416226,0.23568920554191938,0.08459146751667557,0.19916195407352913,0.0062529363789235425
2020-02-14,1294.3057316007655,0.13129007465416226,0.23568920554191938,0.08459146751667557,0.19916195407352913,0.0062529363789235425
2020-02-15,1334.3882880135504,0.14322553598635882,0.23568920554191938,0.08459146751667557,0.19916195407352913,0.0062529363789235425
2020-02-16,1375.348564639754,0.14322553598635882,0.23568920554191938,0.08761259135655684,0.19916195407352913,0.0062529363789235425
2020-02-17,1412.8174653059143,0.14322553598635882,0.23568920554191938,0.0906337151964381,0.19916195407352913,0.0062529363789235425
2020-02-18,1447.4776612891349,0.14322553598635882,0.23568920554191938,0.09365483903631938,0.19916195407352913,0.0062529363789235425
2020-02-19,1455.4356578907973,0.14322553598635882,0.23568920554191938,0.09365483903631938,0.19916195407352913,0.0062529363789235425
2020-02-20,1464.368899174036,0.14322553598635882,0.23568920554191938,0.3141968793476521,0.19916195407352913,0.0062529363789235425
2020-02-21,1473.5947138617476,0.14322553598635882,0.23568920554191938,0.6163092633357792,0.22980225470022594,0.0062529363789235425
2020-02-22,1501.896314521091,0.14322553598635882,0.23568920554191938,1.30814662266859,0.22980225470022594,0.0062529363789235425
2020-02-23,1502.3059172873532,0.14322553598635882,0.23568920554191938,1.8187165516085249,0.22980225470022594,0.0062529363789235425
2020-02-24,1506.5774889926572,0.14322553598635882,0.23568920554191938,2.5165961586210983,0.22980225470022594,0.009032019214000672
2020-02-25,1516.5834994256297,0.16709645865075196,0.25041978088828937,2.9516379915640014,0.22980225470022594,0.009032019214000672
2020-02-26,1524.619515601818,0.21483830397953824,0.39772553435198893,3.8096371620902816,0.22980225470022594,0.009032019214000672
2020-02-27,1533.0846394379,0.4535475306234696,0.6776064659330182,5.335304701230323,0.24512240501357435,0.010421560631539237
2020-02-28,1539.4822445490406,0.6803212959352043,0.7070676166257581,7.060366413802528,0.24512240501357435,0.01389541417538565
2020-02-29,1547.8303390233334,1.1935461332196569,1.163715452363227,9.516540095626002,0.36768360752036156,0.0159797263016935
2020-03-01,1559.065157755092,1.551609973185554,1.9149747950280949,11.286918665796426,0.4596045094004519,0.02501174551569417
2020-03-02,1563.0441560559232,2.279673114449545,2.342161480072824,13.096571845885308,0.811967966607465,0.0277908283507713
2020-03-03,1565.482267759864,2.4348341117680996,2.8871927678885125,15.667548233624267,1.1183709728744329,0.035433306147233404
2020-03-04,1567.9203794638045,3.437412863672612,3.8594107407489298,16.981737103972623,1.593295632588233,0.059750280954158304
2020-03-05,1570.865618402165,4.535475306234696,7.100137316950321,18.392601937197174,2.665706154522621,0.08059340221723676
