Date,France,Germany,"Korea, South",US,United Kingdom
2020-04-17,308.2215081091624,273.1585486870503,36.462448154773675,241.13462462873144,187.185840098927
2020-04-18,311.6026652833184,278.3361518129572,36.712110793257196,252.3010004533166,197.03028360290602
2020-04-19,320.66453419366394,283.7894640956378,36.93641707001974,262.1912535679359,206.42691761635544
2020-04-20,326.42491071148294,290.54135457126137,37.10610964461401,271.58785504711864,214.1737271910114
2020-04-21,334.2044830406013,296.624859212282,37.318712985197635,280.8832488776654,222.54069398774953
2020-04-22,333.947104515337,304.7445535565753,37.46695017679723,290.76171960930907,230.43333625833458
2020-04-23,340.48880869913677,312.713861088083,37.93506762395384,302.65286304308177,238.3377629891967
2020-04-24,345.76506846705394,322.92464825777716,38.21593809224781,319.85635063690165,247.79331930403157
2020-04-25,350.6092999961347,324.8713220010584,38.39928409238414,330.8783167419405,256.3709333282228
2020-04-26,352.3358809364491,329.1155720507875,38.512412475447,341.5885028667036,263.577130787667
2020-04-27,359.674232936543,333.45769288344064,38.71721385857801,350.1237819391362,270.47251310730275
2020-04-28,367.07386553789024,338.52071558055843,38.871302518267065,359.5397186108941,277.71848312018216
2020-04-29,365.9386423996711,344.22586609734833,39.14827200783473,370.05685492228884,284.9836028810118
2020-04-30,369.4515528665219,349.86656512294445,39.193133263187235,389.696274668205,294.8796033987032
2020-05-01,370.9222872966034,355.33419995922367,39.30821213561323,403.6484287855447,305.1585988754001
2020-05-02,373.7258748039461,358.9936124036752,39.45059785912337,416.33322145205415,313.17350492136
2020-05-03,374.8993983179486,361.79963936287453,39.53641939110208,425.9038396644141,320.0408991478377
2020-05-04,377.2786176616116,365.04011711456593,39.67490413588591,435.1937954720489,326.3573698563611
2020-05-05,381.57285579444317,368.9251097781959,39.77828007213299,443.9387405389693,333.8979513761679
2020-05-06,389.3079996876528,376.3692570110869,39.95577460417988,452.32628665563163,343.8749700582643
2020-05-07,392.3475175098211,380.1707014453915,40.105962285142624,462.9663827073095,352.9976153702712
2020-05-08,395.76084699963513,381.69366631137984,40.304912200184184,472.8221950101542,360.8136586490551
2020-05-09,397.16417276833783,384.5283383777765,40.45314939178378,485.18100841434045,367.06826094112375
2020-05-10,398.02363320091666,386.5275281509194,40.56432728548347,492.47611615050175,373.2447911838567
2020-05-11,399.8988195992705,388.9217816941581,40.695010072814696,503.5346378540031,379.29463847861086
2020-05-12,403.28916886361446,391.61322822456833,40.796435519698626,509.93851405739946,385.2531562062175
