Date,"Korea, South",Germany,United Kingdom,US,France,China
2020-01-22,0.3315831917359326,0.0,0.0,0.0,0.0,0.0
2020-01-23,0.35108808536745806,0.0,0.0,0.0,0.0,0.0
2020-01-24,0.5071272344196616,0.0,0.0,0.0,0.0,0.0
2020-01-25,0.8192055325240688,0.0,0.0,0.0,0.0,0.0
2020-01-26,1.0922740433654252,0.0,0.0,0.0,0.0,0.0
2020-01-27,1.5994012777850866,0.0,0.0,0.0,0.0,0.0
2020-01-28,2.555141065729834,0.0,0.0,0.0,0.0,0.0
2020-01-29,2.5941508529928843,0.0,0.0,0.0,0.0,0.0
2020-01-30,3.3353368109908517,0.0,0.0,0.0,0.0,0.0
2020-01-31,4.154542343514921,0.0,0.0,0.0,0.0,0.0
2020-02-01,5.051767450565091,0.0,0.0,0.0,0.0,0.0
2020-02-02,7.041266600980687,0.0,0.0,0.0,0.0,0.0
2020-02-03,8.289579793398314,0.0,0.0,0.0,0.0,0.0
2020-02-04,9.576902773078995,0.0,0.0,0.0,0.0,0.0
2020-02-05,10.981255114548826,0.0,0.0,0.0,0.0,0.0
2020-02-06,12.346597668755608,0.0,0.0,0.0,0.0,0.0
2020-02-07,14.004513627435271,0.0,0.0,0.0,0.0,0.0
2020-02-08,15.701439373377987,0.0,0.0,0.0,0.0,0.0
2020-02-09,17.65192873653053,0.0,0.0,0.0,0.0,0.0
2020-02-10,19.738952355103756,0.0,0.0,0.0,0.0,0.0
2020-02-11,21.689441718256298,0.0,0.0,0.0,0.0,0.0
2020-02-12,21.786966186413924,0.0,0.0,0.0,0.0,0.0
2020-02-13,26.702199381558337,0.0,0.0,0.0,0.0,0.0
2020-02-14,29.666943213550205,0.0,0.0,0.0,0.0,0.0
2020-02-15,32.43663810922682,0.011935461332196569,0.0,0.0,0.0,0.0
2020-02-16,34.445642153273944,0.011935461332196569,0.0,0.0,0.0,0.0
2020-02-17,36.35712172916344,0.011935461332196569,0.0,0.0,0.0,0.0
2020-02-18,39.06830194394547,0.011935461332196569,0.0,0.0,0.0,0.0
2020-02-19,41.27235492430785,0.011935461332196569,0.0,0.0,0.0,0.0
2020-02-20,43.65195194735395,0.011935461332196569,0.0,0.0030211238398812706,0.0,0.0
2020-02-21,43.65195194735395,0.011935461332196569,0.0,0.006042247679762541,0.0,0.0
2020-02-22,47.65045514181667,0.011935461332196569,0.0,0.006042247679762541,0.0,0.0
2020-02-23,47.68946492907972,0.011935461332196569,0.0,0.018126743039287622,0.0,0.0
2020-02-24,50.61519897380853,0.011935461332196569,0.0,0.024168990719050164,0.0,0.0
2020-02-25,51.980541528015316,0.011935461332196569,0.0,0.030211238398812706,0.0,0.0
2020-02-26,52.99479599685464,0.023870922664393137,0.0,0.036253486078575245,0.0,0.0
2020-02-27,53.56043791216888,0.023870922664393137,0.0,0.039274609918456514,0.0,0.0
2020-02-28,54.418653231956,0.023870922664393137,0.0,0.039274609918456514,0.0,0.0
2020-02-29,55.335383232637696,0.023870922664393137,0.0,0.04833798143810033,0.015320150313348397,0.0
2020-03-01,56.018054509741084,0.023870922664393137,0.0,0.0513591052779816,0.015320150313348397,0.0
2020-03-02,56.83726004226515,0.035806383996589704,0.0,0.08459146751667557,0.09192090188009039,0.0
2020-03-03,57.48092153210549,0.047741845328786274,0.0,0.08459146751667557,0.10724105219343877,0.0
2020-03-04,58.183097702840406,0.047741845328786274,0.0,0.10573933439584446,0.16852165344683237,0.0
2020-03-05,58.80725429904923,0.07161276799317941,0.0,0.10573933439584446,0.18384180376018078,0.0
2020-03-06,59.372896214363465,0.10741915198976912,0.0,0.12688720127501338,0.21448210438687754,0.0006947707087692825
2020-03-07,59.919033236046175,0.13129007465416226,0.0,0.1329294489547759,0.26044255532692273,0.001389541417538565
2020-03-08,60.465170257728886,0.2267737653117348,0.0,0.15105619199406353,0.3217231565803163,0.001389541417538565
2020-03-09,60.913782811253974,0.2267737653117348,0.029461150692739923,0.16011956351370735,0.33704330689366474,0.0020843121263078475
2020-03-10,61.22586110935838,0.3938702239624867,0.029461150692739923,0.1631406873535886,0.4289642087737551,0.004863394961384978
2020-03-11,61.654968769251944,0.5729021439454353,0.04419172603910988,0.1812674303928762,0.4902448100271487,0.004863394961384978
2020-03-12,61.869522599198724,0.5729021439454353,0.04419172603910988,0.19939417343216384,0.658766463473981,0.0062529363789235425
2020-03-13,62.02556174825092,0.9429014452435289,0.10311402742458974,0.19939417343216384,0.7966478162941165,0.006947707087692825
2020-03-14,62.27912536546075,1.0861269812298877,0.13257517811732963,0.21752091647145147,0.9038888684875553,0.01945357984553991
2020-03-15,62.47417430177602,1.0861269812298877,0.16203632881006957,0.22658428799109528,1.1030508225610847,0.029875140477079152
2020-03-16,62.74724281261737,1.7783837384972887,0.25041978088828937,0.22658428799109528,1.5320150313348397,0.045854866778772645
2020-03-17,63.0008064298272,1.7783837384972887,0.35353380831287906,0.24471103103038291,2.052900141988685,0.05697119811908116
2020-03-18,63.21536025977398,1.7783837384972887,0.41245610969835894,0.25377440255002676,2.9261487098495436,0.08059340221723676
2020-03-19,63.37139940882618,2.9122525650559625,0.6481453152402783,0.2749222694291956,4.121120434290718,0.11046854269431591
2020-03-20,63.44941898335228,5.382893060820653,0.9869485482067873,0.28398564094883944,5.607175014685513,0.1354802882100101
2020-03-21,63.56644834514143,6.719664730026668,1.2373683290950768,0.3081546316678896,6.985988542886869,0.17438744790108993
2020-03-22,63.859021749614314,8.06837186056488,1.3846740825587762,0.33534474622682103,9.192090188009038,0.1987044227080148
2020-03-23,63.859021749614314,10.288367668353441,1.8118607676035052,0.33534474622682103,12.010997845665143,0.2501174551569417
2020-03-24,63.99555600503499,13.15287838808062,2.3127003293800836,0.3625348607857524,15.611233169302016,0.3536382907635648
